beta,gamma,rho,source_distance,kernel_weight
0.1578375944271027,0.08382432556315908,0.3099168549679958,0.3173455788361558,0.674002690786231
0.1545423551427455,0.08220776410964391,0.30507748694407827,0.3173955280679025,0.6739787654114772
0.15594346617455454,0.0807787302825571,0.3087993534586029,0.3177958894409377,0.6737868587268164
0.15693561149021665,0.08332182034457156,0.30381723117736753,0.3179676043377538,0.6737044758656114
0.1520522837162546,0.08030187796925982,0.3031875288578915,0.3180606316985717,0.6736598259741187
0.15597949146173254,0.08123717229684309,0.3016668609400413,0.3183386938091742,0.6735262879835295
0.15481915569929683,0.08302068839080678,0.3014916117214569,0.3185096513556157,0.6734441285167068
0.15562388352755332,0.08347903481172753,0.30342228362009954,0.3192376530874842,0.673093768647578
0.1560334151179068,0.07991485594217518,0.305620592911657,0.319584635996121,0.6729264973387034
0.15506165297133528,0.08087337474101297,0.30290173964167494,0.3197928233645187,0.6728260484796034
0.157545635341869,0.08178061973535328,0.30660141056642864,0.3201949003270251,0.6726318641656345
0.14925226640218794,0.08219203787143177,0.29998649971158975,0.3208979242690646,0.6722917502957156
0.15567268117650354,0.0810607079548333,0.3087752422640629,0.320946709310782,0.6722681210473881
0.1557980826787469,0.08220207806725179,0.30625244861019285,0.3215666067225706,0.6719675582201856
0.15259110505370668,0.0807368266239887,0.3042402980500683,0.3218171398760346,0.6718459204076003
0.15148170196370894,0.08169939837632781,0.302762905482467,0.3226772945269848,0.6714275807615837
0.1549755184639899,0.0837692706647307,0.3041072475257136,0.3231233881386017,0.6712101816249825
0.14869159345157448,0.08256602247408279,0.30200138915477404,0.3237416543365261,0.670908379358848
